datetime,portfolio,BTC,qt_long_short,qt_directional,tcb,edo_signal,hedron,dunamis,flagship_baus,momo,mrev,fundamentals,odum_ikenna,the_well,animus,algotoria,safehaven_trendpnl,safehaven,nova_arb_bn,nova_hft_bn,nova_cta_bn,hshv_gav,rebeta
2019-01-01,,,,,,,,,,,,,,,,,,,,,,,
2019-01-02,0.0017374668772804913,,,,,,,,,,,,,0.0017374668772804913,,,,,,,,,
2019-01-03,0.00397474925331931,,,,,,,,,,,,,0.00397474925331931,,,,,,,,,
2019-01-04,-0.0011589685844797248,,,,,,,,,,,,,-0.0011589685844797248,,,,,,,,,
2019-01-05,0.00019970976143457442,,,,,,,,,,,,,0.00019970976143457442,,,,,,,,,
2019-01-06,-9.737327915537719e-05,,,,,,,,,,,,,-9.737327915537719e-05,,,,,,,,,
2019-01-07,0.000375439502865893,,,,,,,,,,,,,0.000375439502865893,,,,,,,,,
2019-01-08,-0.001954511066579512,,,,,,,,,,,,,-0.001954511066579512,,,,,,,,,
2019-01-09,-0.0008784851893831602,,,,,,,,,,,,,-0.0008784851893831602,,,,,,,,,
2019-01-10,0.0028987287923840643,,,,,,,,,,,,,0.0028987287923840643,,,,,,,,,
2019-01-11,-0.0008404463673242768,,,,,,,,,,,,,-0.0008404463673242768,,,,,,,,,
2019-01-12,-0.00023029522313100514,,,,,,,,,,,,,-0.00023029522313100514,,,,,,,,,
2019-01-13,0.0024346407663184966,,,,,,,,,,,,,0.0024346407663184966,,,,,,,,,
2019-01-14,0.0002396833446172142,,,,,,,,,,,,,0.0002396833446172142,,,,,,,,,
2019-01-15,-0.0023340654506979197,,,,,,,,,,,,,-0.0023340654506979197,,,,,,,,,
2019-01-16,-0.0001879449158579405,,,,,,,,,,,,,-0.0001879449158579405,,,,,,,,,
2019-01-17,-0.00012027907225775625,,,,,,,,,,,,,-0.00012027907225775625,,,,,,,,,
2019-01-18,-0.0007583057120984504,,,,,,,,,,,,,-0.0007583057120984504,,,,,,,,,
2019-01-19,-0.00013978310819506845,,,,,,,,,,,,,-0.00013978310819506845,,,,,,,,,
2019-01-20,-0.00024379689693931894,,,,,,,,,,,,,-0.00024379689693931894,,,,,,,,,
2019-01-21,-0.0009134323326722704,,,,,,,,,,,,,-0.0009134323326722704,,,,,,,,,
2019-01-22,8.132799795790291e-05,,,,,,,,,,,,,8.132799795790291e-05,,,,,,,,,
2019-01-23,-0.0004525981577608862,,,,,,,,,,,,,-0.0004525981577608862,,,,,,,,,
2019-01-24,-6.206044729528681e-05,,,,,,,,,,,,,-6.206044729528681e-05,,,,,,,,,
2019-01-25,-0.0003259740357708374,,,,,,,,,,,,,-0.0003259740357708374,,,,,,,,,
2019-01-26,-3.415636173320635e-05,,,,,,,,,,,,,-3.415636173320635e-05,,,,,,,,,
2019-01-27,-0.00024869751838962895,,,,,,,,,,,,,-0.00024869751838962895,,,,,,,,,
2019-01-28,-0.0003559547383434891,,,,,,,,,,,,,-0.0003559547383434891,,,,,,,,,
2019-01-29,8.927710657746779e-05,,,,,,,,,,,,,8.927710657746779e-05,,,,,,,,,
2019-01-30,0.0010590867389144165,,,,,,,,,,,,,0.0010590867389144165,,,,,,,,,
2019-01-31,-0.0014718262193801346,,,,,,,,,,,,,-0.0014718262193801346,,,,,,,,,
2019-02-01,-0.0009116990636780509,,,,,,,,,,,,,-0.0009116990636780509,,,,,,,,,
2019-02-02,-0.00014039569484058934,,,,,,,,,,,,,-0.00014039569484058934,,,,,,,,,
2019-02-03,-0.00022256279690446856,,,,,,,,,,,,,-0.00022256279690446856,,,,,,,,,
2019-02-04,5.53753296901327e-05,,,,,,,,,,,,,5.53753296901327e-05,,,,,,,,,
2019-02-05,-3.618347836376046e-05,,,,,,,,,,,,,-3.618347836376046e-05,,,,,,,,,
2019-02-06,0.0015686263754348673,,,,,,,,,,,,,0.0015686263754348673,,,,,,,,,
2019-02-07,-0.00011602357817375175,,,,,,,,,,,,,-0.00011602357817375175,,,,,,,,,
2019-02-08,0.005838005878228358,,,,,,,,,,,,,0.005838005878228358,,,,,,,,,
2019-02-09,-0.0006434510854341768,,,,,,,,,,,,,-0.0006434510854341768,,,,,,,,,
2019-02-10,9.54929116536718e-06,,,,,,,,,,,,,9.54929116536718e-06,,,,,,,,,
2019-02-11,-9.822921435531651e-05,,,,,,,,,,,,,-9.822921435531651e-05,,,,,,,,,
2019-02-12,-0.0009366929431394722,,,,,,,,,,,,,-0.0009366929431394722,,,,,,,,,
2019-02-13,0.00016487531988840232,,,,,,,,,,,,,0.00016487531988840232,,,,,,,,,
2019-02-14,-5.6434168202113e-05,,,,,,,,,,,,,-5.6434168202113e-05,,,,,,,,,
2019-02-15,0.0003195633148558308,,,,,,,,,,,,,0.0003195633148558308,,,,,,,,,
2019-02-16,1.155303225064408e-05,,,,,,,,,,,,,1.155303225064408e-05,,,,,,,,,
2019-02-17,4.3466906470390754e-05,,,,,,,,,,,,,4.3466906470390754e-05,,,,,,,,,
2019-02-18,0.011206401816514777,,,,,,,,,,,,,0.011206401816514777,,,,,,,,,
2019-02-19,0.0005966578159495306,,,,,,,,,,,,,0.0005966578159495306,,,,,,,,,
2019-02-20,-0.0007147003394528673,,,,,,,,,,,,,-0.0007147003394528673,,,,,,,,,
2019-02-21,0.0074888273124800175,,,,,,,,,,,,,0.0074888273124800175,,,,,,,,,
2019-02-22,-0.0008237838665414721,,,,,,,,,,,,,-0.0008237838665414721,,,,,,,,,
2019-02-23,0.0005934594959908779,,,,,,,,,,,,,0.0005934594959908779,,,,,,,,,
2019-02-24,0.0037130307173367516,,,,,,,,,,,,,0.0037130307173367516,,,,,,,,,
2019-02-25,-0.009464132057831476,,,,,,,,,,,,,-0.009464132057831476,,,,,,,,,
2019-02-26,0.0019798900289598187,,,,,,,,,,,,,0.0019798900289598187,,,,,,,,,
2019-02-27,-0.00028796664258989857,,,,,,,,,,,,,-0.00028796664258989857,,,,,,,,,
2019-02-28,-0.00016057535696856196,,,,,,,,,,,,,-0.00016057535696856196,,,,,,,,,
2019-03-01,0.00011420886962509869,,,,,,,,,,,,,0.00011420886962509869,,,,,,,,,
2019-03-02,7.709552173174039e-05,,,,,,,,,,,,,7.709552173174039e-05,,,,,,,,,
2019-03-03,-0.00015210781433161458,,,,,,,,,,,,,-0.00015210781433161458,,,,,,,,,
2019-03-04,-9.451903695001374e-05,,,,,,,,,,,,,-9.451903695001374e-05,,,,,,,,,
2019-03-05,-0.0004141913779280859,,,,,,,,,,,,,-0.0004141913779280859,,,,,,,,,
2019-03-06,0.0005641368201723118,,,,,,,,,,,,,0.0005641368201723118,,,,,,,,,
2019-03-07,-1.9523158973022703e-05,,,,,,,,,,,,,-1.9523158973022703e-05,,,,,,,,,
2019-03-08,0.00021881888788732873,,,,,,,,,,,,,0.00021881888788732873,,,,,,,,,
2019-03-09,-0.00019280348202366238,,,,,,,,,,,,,-0.00019280348202366238,,,,,,,,,
2019-03-10,0.0007334248417973921,,,,,,,,,,,,,0.0007334248417973921,,,,,,,,,
2019-03-11,-0.0002667056355821762,,,,,,,,,,,,,-0.0002667056355821762,,,,,,,,,
2019-03-12,-0.0021714125880364366,,,,,,,,,,,,,-0.0021714125880364366,,,,,,,,,
2019-03-13,-0.0004759561933557199,,,,,,,,,,,,,-0.0004759561933557199,,,,,,,,,
2019-03-14,0.0005589888397938836,,,,,,,,,,,,,0.0005589888397938836,,,,,,,,,
2019-03-15,5.942682949622302e-05,,,,,,,,,,,,,5.942682949622302e-05,,,,,,,,,
2019-03-16,0.015805214143431057,,,,,,,,,,,,,0.015805214143431057,,,,,,,,,
2019-03-17,0.0009987197946177417,,,,,,,,,,,,,0.0009987197946177417,,,,,,,,,
2019-03-18,-0.0013772222786495592,,,,,,,,,,,,,-0.0013772222786495592,,,,,,,,,
2019-03-19,-0.0009566198168812212,,,,,,,,,,,,,-0.0009566198168812212,,,,,,,,,
2019-03-20,-0.0006174471160111938,,,,,,,,,,,,,-0.0006174471160111938,,,,,,,,,
2019-03-21,-0.005894717701212415,,,,,,,,,,,,,-0.005894717701212415,,,,,,,,,
2019-03-22,-0.007225495369168056,,,,,,,,,,,,,-0.007225495369168056,,,,,,,,,
2019-03-23,5.65459883421493e-05,,,,,,,,,,,,,5.65459883421493e-05,,,,,,,,,
2019-03-24,0.00013168582546496665,,,,,,,,,,,,,0.00013168582546496665,,,,,,,,,
2019-03-25,-0.00019837230317354404,,,,,,,,,,,,,-0.00019837230317354404,,,,,,,,,
2019-03-26,-0.001603080512065369,,,,,,,,,,,,,-0.001603080512065369,,,,,,,,,
2019-03-27,-0.001967825652304356,,,,,,,,,,,,,-0.001967825652304356,,,,,,,,,
2019-03-28,0.0002653051581607002,,,,,,,,,,,,,0.0002653051581607002,,,,,,,,,
